40573.08|1
38104.48|2
41437.95|3
42178.44|4
43400.0|5
34764.21|6
39190.75|7
40763.18|8
41821.85|9
35009.92|10
40980.88|11
44461.43|12
41346.79|13
40175.16|14
40892.13|15
43494.2|16
41992.55|17
42252.44|18
39727.65|19
37509.54|20
36588.91|21
43013.39|22
42328.55|23
35418.07|24
39771.86|25
40738.58|26
39752.6|27
36778.16|28
41610.59|29
41814.73|30
34447.35|31
38141.0|32
33668.67|33
43262.62|34
44347.91|35
42254.42|36
37168.24|37
37548.19|38
36868.49|39
42354.18|40
40252.53|41
40566.54|42
40395.36|43
36977.04|44
40072.58|45
40066.2|46
32698.31|47
40858.8|48
34662.79|49
39470.37|50
40561.91|51
36930.57|52
40228.92|53
36391.96|54
44913.17|55
37179.84|56
40637.22|57
43026.0|58
39990.92|59
35647.92|60
35420.36|61
37451.93|62
37644.4|63
41511.3|64
37458.2|65
39044.5|66
35236.09|67
39782.97|68
38067.42|69
38201.53|70
43039.74|71
36681.16|72
34782.6|73
36164.24|74
41210.03|75
35729.43|76
43961.45|77
40892.35|78
40706.62|79
39406.86|80
41789.07|81
43514.6|82
43414.24|83
41990.65|84
38400.4|85
38656.22|86
37608.62|87
38506.41|88
39932.11|89
38564.94|90
38876.52|91
41851.9|92
39817.92|93
42651.58|94
40905.73|95
37411.39|96
35115.48|97
38792.19|98
42544.3|99
45217.84|100
